Date,Open,High,Low,Close,Volume,Adj Close
2013-04-01,83.55999,84.26001,83.470001,84.220001,1360000,70.542831
2013-03-01,79.839996,84.869995,79.429993,83.639999,1309300,70.05703
2013-02-01,84.759995,85.940002,80.209991,80.209991,1419600,67.184044
2013-01-02,81.309998,85.709999,80.289993,84.459991,1040800,70.743851
2012-12-03,76.75,80.150002,75.020004,80.080002,1052800,66.497749
2012-11-01,80.139999,81.860001,72.639992,76.43,1097800,62.630955
2012-10-01,81.370003,82.499992,78.019997,80.209991,1183300,65.164192
2012-09-04,81.209991,85.82,80.370003,81.050011,1254600,65.846642
2012-08-01,83.910004,86.00,79.50,81.169998,1041800,65.944122
2012-07-02,83.719994,86.55999,80.900002,83.500008,1074700,67.2771
2012-06-01,80.80999,83.979996,78.55999,83.979996,1219800,67.663834
2012-05-01,86.179993,88.499992,80.650009,81.920006,1224100,66.004074
2012-04-02,84.119995,86.419991,79.189995,85.839989,1368100,68.61911
2012-03-01,81.82,85.480003,79.450005,84.199997,1316500,67.308128
2012-02-01,81.359993,86.209999,81.190002,81.730003,1352200,65.333656
2012-01-03,78.50,82.480003,75.169998,80.879997,1231900,64.654175
2011-12-01,74.400009,77.55999,71.19001,76.860001,1147700,60.923901
2011-11-01,80.019997,83.93,70.00,74.449997,1545300,59.013584
2011-10-03,74.05999,84.300003,68.389992,82.810005,2152900,65.099571
2011-09-01,86.199997,87.25,74.620003,74.620003,2401500,58.661152
2011-08-01,94.75,95.080002,72.849998,85.910004,2289200,67.536575
2011-07-01,93.139992,98.770004,91.359993,93.549995,1221800,72.914436
2011-06-01,98.040001,98.290001,90.050003,93.179993,1352500,72.626053
2011-05-02,97.179993,98.419998,93.459999,98.379997,1214500,76.679024
2011-04-01,87.989998,97.269997,86.849998,96.679993,1311700,74.806984
2011-03-01,93.529991,93.529991,84.160004,87.50,1287300,67.703888
2011-02-01,88.620003,93.370003,86.139992,93.330002,1215100,72.214905
2011-01-03,83.910004,88.959999,82.120003,88.089989,1197500,68.160393
2010-12-01,82.779991,84.199997,79.589996,83.329994,1153900,63.96682
2010-11-01,88.130005,90.949989,78.059998,81.580002,1704600,62.623463
2010-10-01,86.480011,91.669991,84.800003,87.389999,1422800,66.598106
2010-09-01,82.370003,89.059998,81.970001,85.529984,1708600,65.180634
2010-08-02,84.00,86.569992,79.059998,81.059998,1477300,61.774143
2010-07-01,73.189995,83.939995,68.589996,82.779991,1854600,62.601654
2010-06-01,77.029999,81.499992,70.05999,72.950005,2356100,55.167809
2010-05-03,84.069992,86.789993,71.050003,77.68,2671100,58.744827
2010-04-01,76.220009,86.75,75.269989,83.370003,2133700,62.551159
2010-03-01,65.989998,78.399994,65.620003,75.699997,1704600,56.796474
2010-02-01,65.169998,67.019997,61.249992,65.720009,2590500,49.308651
2010-01-04,70.640007,71.440002,63.140003,64.68,2351800,48.528355
2009-12-01,65.929993,73.959999,65.399994,69.940002,2502800,51.949368
2009-11-02,59.860004,67.949989,57.799995,65.459999,2796000,48.621754
2009-10-01,64.050003,65.120003,56.540001,59.560005,3457100,43.796803
2009-09-01,57.119995,70.229996,53.240002,64.409996,3800700,47.36319
2009-08-03,51.510002,60.169994,50.130001,57.52,3692200,42.296711
2009-07-01,45.270004,52.220005,39.650005,51.020004,3747800,37.076813
2009-06-01,47.649994,51.239994,41.779995,45.029995,4060100,32.723808
2009-05-01,48.479996,53.999996,42.300003,46.659992,6574900,33.908344
2009-04-01,32.329998,50.649994,32.000004,48.889999,10046100,34.860027
2009-03-02,32.029999,40.209999,27.01,33.240005,9720100,23.701113
2009-02-02,49.540001,54.109997,32.389999,32.73,7837100,23.337465
2009-01-02,60.18,62.329994,47.119999,50.809998,5105200,35.321732
2008-12-01,51.830006,66.849991,41.810001,60.349991,5272800,41.953678
2008-11-03,70.139999,75.689995,36.659996,53.450005,5550900,37.156994
2008-10-01,89.50,90.650002,53.349991,70.550003,4846800,48.314281
2008-09-02,101.98999,108.150002,83.00,90.949989,3402700,62.284664
2008-08-01,94.839989,105.339989,91.729996,99.459999,1824900,68.112518
2008-07-01,86.819992,98.499992,83.93,95.069992,2341300,64.514977
2008-06-02,97.500008,98.770004,86.639992,87.999985,1379000,59.717236
2008-05-01,93.510002,99.699997,91.999992,97.729996,1099200,66.320068
2008-04-01,88.199989,95.999992,85.940002,93.089996,1615900,62.56945
2008-03-03,84.300003,89.25,76.639999,86.209999,2319800,57.945137
2008-02-01,90.55999,94.540001,83.010002,83.55999,1754100,56.163963
2008-01-02,87.510002,93.239998,77.389999,90.300003,2404200,60.694187
2007-12-03,89.339996,94.719994,82.82,87.949989,1302700,58.513279
2007-11-01,109.620003,111.500008,85.009995,90.00,1857000,59.877155
2007-10-01,110.829994,117.419991,105.610001,111.719994,1272500,74.327499
2007-09-04,106.37999,110.50,101.619995,109.349998,1163100,72.192024
2007-08-01,106.900002,113.050003,83.590004,106.589996,2072500,70.369896
2007-07-02,112.050003,117.209999,101.679993,107.029991,1692300,70.101562
2007-06-01,121.50,123.269997,105.769997,109.839996,1661100,71.942032
2007-05-01,118.729996,122.769997,104.029999,121.010002,1500800,79.258064
