Date,Open,High,Low,Close,Volume,Adj Close
2013-04-01,36.540001,36.780003,36.310009,36.389992,3395200,22.619638
2013-03-01,37.57,39.160004,35.200008,36.489998,2877800,22.681803
2013-02-01,37.040005,38.959995,36.500008,37.800007,2451100,23.397528
2013-01-02,37.260006,38.029999,36.579994,36.929993,1498200,22.859007
2012-12-03,34.839996,37.17001,34.549992,36.649998,1317500,22.600456
2012-11-01,34.459995,35.409996,32.399998,34.73999,1181500,21.422638
2012-10-01,34.630009,35.02,32.910004,34.440006,1424300,21.237652
2012-09-04,34.519993,36.489998,33.46999,34.509998,1287400,21.193134
2012-08-01,34.029995,35.550007,33.420006,34.530003,1300800,21.205421
2012-07-02,33.100002,34.290001,32.390003,33.809998,1416500,20.763254
2012-06-01,31.550005,33.129997,30.109991,33.100002,1546200,20.243511
2012-05-01,32.880001,33.619999,29.980005,31.930002,1920300,19.527956
2012-04-02,31.630014,32.999996,29.969995,32.980011,1736300,17.954418
2012-03-01,31.439997,32.500011,30.50001,31.569994,1368100,17.113417
2012-02-01,30.610006,32.10001,30.469997,31.260006,1286300,16.945379
2012-01-03,27.919998,31.030006,27.34001,30.469997,1489900,16.517132
2011-12-01,27.960003,28.390011,26.020004,27.479998,1616200,14.832618
2011-11-01,27.890007,29.10,25.440014,27.739992,1965100,14.972953
2011-10-03,27.439997,29.750002,24.420004,28.999994,3283200,15.653051
2011-09-01,29.780012,29.820013,25.640005,27.550011,2344200,14.804944
2011-08-01,31.800014,31.840015,26.580011,29.620005,2859800,15.917327
2011-07-01,33.059998,33.700008,31.100002,31.529993,1382400,16.943724
2011-06-01,32.91,33.209995,30.729994,33.169994,1609400,17.7521
2011-05-02,33.799995,34.230007,31.870007,32.880009,1389100,17.596903
2011-04-01,32.610004,33.709999,31.120003,33.620007,1384100,17.992939
2011-03-01,33.799995,33.799995,30.000002,32.460011,1708300,17.304287
2011-02-01,32.780003,33.900002,31.730001,33.900002,1886200,18.071941
2011-01-03,33.450008,33.839996,31.819998,32.630005,1762600,17.394911
2010-12-01,29.839998,33.490009,29.740011,33.290001,1216300,17.676949
2010-11-01,29.870008,31.890007,28.959993,29.230015,1480700,15.521101
2010-10-01,28.520008,30.869997,28.310009,29.720011,1805600,15.781288
2010-09-01,26.09,28.390011,25.929991,28.369993,1494500,14.998604
2010-08-02,25.300007,26.849998,24.360003,25.640005,1682200,13.555318
2010-07-01,22.54001,25.589994,21.650015,25.090008,1593600,13.264546
2010-06-01,23.940001,25.169992,22.570004,22.620012,1792400,11.897219
2010-05-03,25.53001,26.37001,22.060005,23.819994,2633800,12.528361
2010-04-01,25.540001,26.389994,24.640015,25.339993,1361800,13.327819
2010-03-01,23.680006,26.160009,23.680006,25.419996,1145000,13.301605
2010-02-01,20.159992,23.93001,20.120008,23.669998,1649600,12.385878
2010-01-04,22.659998,22.780003,20.000004,20.089998,1279600,10.512559
2009-12-01,21.689997,22.599995,20.889997,22.179993,1170800,11.532636
2009-11-02,21.119999,21.960001,20.210003,21.220003,2152100,11.033483
2009-10-01,22.699999,24.050014,20.690006,20.900007,2434800,10.867098
2009-09-01,21.33,24.340002,20.199995,22.710009,2706200,11.738918
2009-08-03,21.419996,21.510008,19.010002,20.329992,2420900,10.508676
2009-07-01,17.099998,21.260006,15.380011,21.039997,2670600,10.875681
2009-06-01,17.35,18.880007,16.640013,17.070005,3343500,8.764416
2009-05-01,15.370002,18.670006,14.889997,17.589993,4067400,9.031399
2009-04-01,13.580001,16.159992,13.510007,15.52999,3442400,7.973711
2009-03-02,12.999993,14.710007,11.210011,13.780009,4241900,7.011639
2009-02-02,15.340009,16.74,13.240004,13.390002,4400400,6.813193
2009-01-02,15.119999,18.489998,14.020003,15.779993,5352700,8.029284
2008-12-01,14.380001,15.949992,12.32999,15.269997,4216500,7.710019
2008-11-03,18.120007,19.850004,11.580001,14.469995,5495100,7.306088
2008-10-01,26.139994,27.560001,13.850004,18.000004,4309800,9.088434
2008-09-02,31.760014,33.110008,25.140001,27.439997,3260600,13.748425
2008-08-01,33.51001,34.060009,29.51001,30.939993,1564100,15.502048
