Date,Open,High,Low,Close,Volume,Adj Close
2013-04-01,30.109995,30.109995,29.430002,29.65,227000,27.212147
2013-03-01,27.030003,30.130005,26.68,29.909996,110500,27.450766
2013-02-01,27.260075,28.400076,27.020079,28.08007,82900,24.949093
2013-01-02,26.420071,27.400076,25.980072,27.100077,96900,24.078371
2012-12-03,28.01008,29.050076,25.320074,25.920082,136200,23.029945
2012-11-01,26.700073,27.490072,25.600075,27.180077,94100,23.638435
2012-10-01,27.030077,27.620075,26.190073,26.650068,119600,23.177488
2012-09-04,25.400074,27.21007,25.310064,26.980072,202800,23.464493
2012-08-01,24.510077,26.290079,23.760071,25.370077,97400,21.998547
2012-07-02,23.860065,25.000069,23.710068,24.48007,90200,21.226816
2012-06-01,22.010063,23.950064,21.940052,23.860065,114700,20.689205
2012-05-01,23.790066,23.820061,21.89006,22.350067,139700,19.311094
2012-04-02,22.850067,23.98007,21.630056,23.810064,183900,20.572573
2012-03-01,23.320072,23.430067,22.120058,22.910059,116100,19.794943
2012-02-01,24.360067,24.83007,23.250061,23.250061,112100,20.021494
2012-01-03,24.12006,24.800077,23.340069,24.240063,106300,20.874022
2011-12-01,24.010065,24.500069,23.010063,23.670073,130800,20.383183
2011-11-01,23.940077,24.960064,22.820061,24.110071,138800,20.690981
2011-10-03,23.940077,26.030075,23.030062,24.770071,113100,21.257383
2011-09-01,25.310064,25.49007,22.960062,24.12006,131000,20.699553
2011-08-01,28.260075,28.260075,24.000067,25.340071,151100,21.673515
2011-07-01,29.300081,29.920086,27.900085,28.050085,94900,23.991407
2011-06-01,29.250078,29.460089,26.900074,29.260088,114400,25.026329
2011-05-02,29.680088,29.800081,28.210083,29.340075,88500,25.024179
2011-04-01,28.540089,29.790083,28.08007,29.640083,81000,25.280056
2011-03-01,28.700075,29.020079,26.570068,28.360083,96600,24.188343
2011-02-01,27.900085,28.870081,27.540075,28.600079,79000,24.327108
2011-01-03,29.060085,29.610077,27.490072,27.66008,101700,23.52755
2010-12-01,27.060083,29.980085,26.690075,28.970078,94600,24.641829
2010-11-01,26.440079,27.350084,25.730066,26.640079,85600,22.596315
2010-10-01,25.120071,26.670076,24.620071,26.250074,74200,22.265511
2010-09-01,23.890072,25.110064,23.640066,24.880075,111500,21.103466
2010-08-02,25.49007,25.910072,23.520073,23.610073,108300,19.961796
2010-07-01,23.660065,26.180075,23.200069,25.230066,119500,21.331465
2010-06-01,24.900072,25.56007,23.610073,23.650066,112700,19.995609
2010-05-03,26.760073,27.330086,24.510077,25.040073,125200,21.103003
2010-04-01,27.190073,28.170076,26.570068,26.600077,79400,22.417725
2010-03-01,27.21007,28.750076,26.820076,27.030077,119800,22.780117
2010-02-01,26.090078,27.730068,25.510067,27.21007,93300,22.868383
2010-01-04,27.620075,27.810078,25.930069,26.030075,89100,21.876671
2009-12-01,25.640068,28.08007,25.57008,27.380077,77200,23.011263
2009-11-02,24.83007,26.090078,24.450064,25.420069,85600,21.299381
2009-10-01,23.62007,25.620073,23.360065,24.810064,101400,20.788261
2009-09-01,23.390062,24.510077,23.170073,23.780067,95400,19.8582
2009-08-03,24.180073,24.99007,23.210068,23.650066,105700,19.74964
2009-07-01,22.800064,25.110064,22.46006,24.150066,95700,20.167177
2009-06-01,22.720066,23.540071,21.830057,22.69006,157700,18.947958
2009-05-01,24.280069,24.620071,22.060068,22.500067,150900,18.722166
2009-04-01,21.360064,24.99007,21.250059,24.350069,141900,20.261543
2009-03-02,21.090019,22.46006,19.000051,21.720053,193800,18.073122
2009-02-02,23.64002,24.560022,20.740019,21.420019,195400,17.234016
2009-01-02,25.570023,26.220026,23.190029,23.870031,159200,19.205235
2008-12-01,25.37002,26.880026,23.090017,25.610035,217200,20.605198
2008-11-03,24.870022,26.930021,22.500025,25.950027,251900,20.811749
2008-10-01,29.000036,29.250023,21.450026,24.870022,253500,19.945591
2008-09-02,28.940035,35.000038,27.190025,28.910042,357000,23.1215
2008-08-01,25.97003,29.24003,25.730024,28.480028,162200,22.777586
2008-07-01,24.890034,29.440033,23.510025,26.150021,250400,20.914106
2008-06-02,25.530033,27.860029,24.950024,25.130028,208500,20.098343
2008-05-01,24.270023,25.890026,23.440027,25.630022,237900,20.437622
2008-04-01,25.31003,26.990023,23.21003,24.330025,242500,19.400993
2008-03-03,24.180122,25.640028,21.800026,25.200022,333200,20.094736
2008-02-01,25.170124,25.780136,23.710125,24.230122,209400,18.693186
2008-01-02,27.290134,27.350138,23.920118,24.980129,222000,19.271805
2007-12-03,24.500116,27.460129,24.180122,27.420137,184700,21.154236
2007-11-01,25.380127,25.380127,23.460129,24.640125,288800,18.948469
2007-10-01,26.600142,28.430145,24.510122,25.770132,170600,19.817455
2007-09-04,26.980131,27.700136,25.610128,26.530132,181300,20.341808
2007-08-01,25.190134,32.430161,24.750116,27.10014,458800,20.778856
2007-07-02,27.790144,28.470152,25.000128,25.03013,275700,19.19169
2007-06-01,28.260138,28.940147,27.68014,27.71014,287400,21.246571
2007-05-01,28.750141,29.450138,27.590143,28.100145,185800,21.484394
2007-04-02,29.960152,30.800156,28.89015,28.990149,131600,22.16486
2007-03-01,30.10994,30.729939,27.870132,29.970158,182300,22.914141
2007-02-01,31.839926,32.469944,29.219944,30.219948,144300,22.372623
2007-01-03,32.849937,33.299927,31.039938,31.719938,142200,23.483105
2006-12-01,32.599941,33.979939,31.70993,32.699944,139100,24.208628
2006-11-01,31.649942,33.349934,30.499941,32.449944,135300,23.964647
2006-10-02,29.149948,31.999929,28.719934,31.779938,124100,23.469839
2006-09-01,29.189949,29.909948,28.429949,29.309938,166300,21.58625
2006-08-01,26.899952,29.239944,26.21994,29.009945,239800,21.365311
2006-07-03,29.199944,29.479946,26.54994,27.149948,155700,19.995457
2006-06-01,30.349943,30.979935,28.069942,29.129936,226100,21.453682
2006-05-01,29.409939,31.489939,29.099953,30.329931,173400,22.275473
2006-04-03,29.269949,29.65995,28.069942,29.249949,194200,21.48229
2006-03-01,28.299911,29.269949,26.599947,29.269949,190900,21.496981
2006-02-01,28.919901,29.139898,27.369907,28.259914,168800,20.090818
2006-01-03,28.899916,29.769913,28.329906,29.04991,125400,20.652449
2005-12-01,29.959904,30.3999,28.819912,28.929911,162800,20.567137
2005-11-01,30.149904,30.849897,29.5599,30.209898,118000,21.419458
2005-10-03,31.779902,32.309902,29.419916,30.2999,142700,21.483271
2005-09-01,31.689899,32.559898,30.459906,31.749905,273300,22.462196
2005-08-01,31.299908,32.029896,30.6099,31.859903,136600,22.540016
2005-07-01,29.459911,31.399908,29.299906,31.289896,118700,22.136751
2005-06-01,30.9499,32.19989,29.249901,29.249901,153600,20.69351
2005-05-02,30.999893,31.919897,30.229908,30.9499,90000,21.847836
2005-04-01,30.099911,32.739887,29.499907,30.879894,177700,21.798418
2005-03-01,30.15,31.42,29.04991,29.99991,166800,21.177229
2005-02-01,32.120003,33.14999,29.429993,30.000002,112200,20.512796
2005-01-03,34.799995,34.849995,31.460005,32.169991,96100,21.99655
2004-12-01,31.560003,34.879993,31.349998,34.629997,84400,23.6786
2004-11-01,30.299997,31.900003,30.050001,31.050003,65400,21.186073
2004-10-01,29.219988,31.059998,29.109995,30.319986,71400,20.687969
2004-09-01,30.969994,31.739986,29.089991,29.219988,71800,19.937418
2004-08-02,29.309994,31.479994,28.999989,30.839998,89000,20.992849
2004-07-01,32.649998,33.100002,28.999989,29.299997,77800,19.944569
2004-06-01,33.999992,34.359997,32.359997,32.499996,73700,22.122816
2004-05-03,34.84,35.680008,32.899994,34.099991,64100,23.163141
2004-04-01,36.309998,37.790005,34.349987,34.84,84400,23.665808
2004-03-01,37.550003,38.299992,34.999992,36.560009,85100,24.834158
2004-02-02,36.249905,38.879902,35.759911,37.250008,83600,25.302855
2004-01-02,36.249905,37.6399,35.599918,35.999908,80200,23.69544
2003-12-01,35.249912,37.16991,35.129913,35.999908,57600,23.69544
2003-11-03,33.349922,35.949909,33.339912,35.149906,65300,23.091515
2003-10-01,31.099924,33.62991,31.099924,32.989922,85400,21.672527
2003-09-02,30.599924,32.479912,30.499924,30.999928,85700,20.365213
2003-08-01,30.499924,30.949926,29.499922,30.339933,86200,19.887964
2003-07-01,30.74992,31.399931,30.049936,30.409922,100800,19.933842
2003-06-02,29.999924,32.549915,29.699917,30.489929,141900,19.986288
2003-05-01,29.049934,29.859922,28.619921,29.649921,113600,19.392357
2003-04-01,28.629929,30.739925,28.409929,28.979933,98800,18.954155
2003-03-03,28.079929,29.659927,27.019934,28.52993,131300,18.659834
2003-02-03,28.39987,30.909849,27.219862,28.119932,159400,18.391678
2003-01-02,30.849855,30.979855,27.409864,28.299854,108700,17.927301
2002-12-02,30.499849,32.149849,29.889862,30.679865,122700,19.434982
2002-11-01,31.539846,31.979855,29.849854,30.489862,96800,19.271017
2002-10-01,30.149853,31.859844,29.099871,31.539846,121800,19.934656
2002-09-03,33.049839,33.74984,29.489861,29.71987,118400,18.784346
2002-08-01,36.999832,36.999832,33.579834,33.579834,92400,21.175848
2002-07-01,38.349815,39.329807,33.149837,36.999832,134900,23.332539
2002-06-03,47.049778,47.099773,37.299816,38.559814,146100,24.316284
2002-05-01,46.79977,48.009773,45.799793,47.109772,74700,29.659271
2002-04-01,45.899784,47.339779,45.299789,46.869774,75100,29.508175
2002-03-01,42.899799,45.98978,42.19981,45.98978,67000,28.954151
2002-02-01,38.340168,45.600201,37.700165,44.350208,103300,27.064577
2002-01-02,39.140175,39.140175,37.520157,38.340168,54200,23.396971
2001-12-03,38.20018,39.600174,37.720165,39.08017,61200,23.848553
2001-11-01,36.660156,39.200169,36.190166,38.24017,76600,23.293028
2001-10-01,38.150166,38.870167,35.72015,36.660156,62900,22.330603
2001-09-04,39.400177,40.270172,35.010155,38.26017,116000,23.305212
2001-08-01,39.000175,39.840172,36.990162,39.540165,79300,24.039381
2001-07-02,39.250179,40.980179,37.890163,38.860172,91600,23.625963
2001-06-01,45.110207,45.700199,38.500172,38.540176,135700,23.431414
2001-05-01,48.420219,48.700211,44.700195,45.120205,125200,27.388659
2001-04-02,46.150204,49.500214,44.850193,48.36021,133300,29.355392
2001-03-01,49.599979,49.749973,42.510193,46.150204,141000,28.013884
2001-02-01,50.69997,51.329956,48.749969,49.499966,184400,29.129587
2001-01-02,45.562469,51.937473,42.812466,50.69997,519900,29.835762
2000-12-01,39.687469,47.812477,36.749977,46.062469,143000,27.106701
2000-11-01,38.374989,39.999966,35.499985,39.749977,59900,23.348421
2000-10-02,39.249977,42.937477,38.062473,38.374989,55100,22.540777
2000-09-01,40.187485,41.374973,37.249977,39.249977,63900,23.054729
2000-08-01,37.812466,42.437477,37.124981,40.249973,43500,23.600079
2000-07-03,35.062492,39.249977,34.874977,37.812466,46500,22.170876
2000-06-01,34.499969,39.249977,34.499969,34.999969,76300,20.521803
2000-05-01,30.999989,35.812469,30.062477,34.499969,64600,20.190489
2000-04-03,31.499987,32.749977,29.749981,30.812487,53800,18.032455
2000-03-01,29.812422,32.562477,28.062479,31.499987,92300,18.434803
2000-02-01,31.249924,32.687408,28.624926,29.687437,172800,16.830822
2000-01-03,33.124916,33.437416,30.124928,31.499926,69100,17.858385
